"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"1869",0.068,0,0,0,0.932
"1870",0,0,0,0,1
"1871",0.139,0,0.391,0.003,0.467
"1872",0.819,0,0,0.14,0.041
"1873",1,0,0,0,0
"1874",0.328,0,0,0.02,0.652
"1875",0.979,0,0,0,0.021
"1876",0.445,0,0,0.502,0.053
"1877",0.021,0,0.013,0.958,0.008
"1878",0.264,0,0,0.736,0
"1879",0.806,0,0.001,0.017,0.176
"1880",0.977,0,0,0,0.023
"1881",0.345,0,0.003,0.56,0.092
"1882",0.367,0.072,0.041,0,0.52
"1883",0.692,0,0.002,0.036,0.27
"1884",0.999,0,0,0,0.001
"1885",0.911,0.014,0,0.004,0.071
"1886",0.961,0.023,0,0,0.016
"1887",0.525,0,0,0.452,0.023
"1888",0.681,0,0,0.319,0
"1889",0.877,0,0,0.122,0.001
"1890",0.695,0,0,0,0.305
"1891",0.74,0.007,0,0.077,0.176
"1892",0.943,0,0.001,0.046,0.01
"1893",0.999,0,0,0,0.001
"1894",0.16,0,0.114,0.352,0.374
"1895",0.988,0,0,0,0.012
"1896",0.094,0,0,0,0.906
"1897",0.205,0,0,0.739,0.056
"1898",0.972,0,0,0,0.028
"1899",0.852,0,0.001,0.125,0.022
"1900",0.007,0,0.042,0,0.951
"1901",0.045,0,0,0,0.955
"1902",0.987,0,0,0.011,0.002
"1903",0.056,0.004,0.493,0.067,0.38
"1904",0.118,0,0.004,0.775,0.103
"1905",0.387,0,0.003,0.582,0.028
"1906",0.988,0,0,0.01,0.002
"1907",0.972,0,0,0,0.028
"1908",0.973,0,0,0.015,0.012
"1909",0.004,0,0,0,0.996
"1910",0.614,0,0,0.386,0
"1911",0.353,0,0,0.636,0.011
"1912",0,0,0.024,0,0.976
"1913",0.001,0,0,0,0.999
"1914",0.629,0,0.006,0.335,0.03
"1915",0.032,0,0.002,0.211,0.755
"1916",0.005,0,0.154,0.734,0.107
"1917",0.032,0,0.16,0.65,0.158
"1918",0.059,0.004,0.098,0.007,0.832
"1919",0.98,0,0,0.002,0.018
"1920",0.998,0,0,0.001,0.001
"1921",0.225,0,0.001,0.552,0.222
"1922",0.616,0,0.002,0.378,0.004
"1923",0.001,0,0,0,0.999
"1924",0.225,0,0.01,0.672,0.093
"1925",0.051,0.018,0.046,0.043,0.842
"1926",0.014,0.003,0.327,0.021,0.635
"1927",0.769,0,0,0.209,0.022
"1928",0.128,0.001,0.017,0.302,0.552
"1929",0.984,0,0,0.008,0.008
"1930",0.526,0,0.001,0.469,0.004
"1931",0.706,0,0.018,0.062,0.214
"1932",0.941,0,0,0,0.059
"1933",0.782,0,0.002,0.088,0.128
"1934",0.638,0,0,0.022,0.34
"1935",0,0,0,0,1
"1936",0.116,0,0.004,0.799,0.081
"1937",0.045,0,0,0,0.955
"1938",0.002,0.021,0.092,0.025,0.86
"1939",0.039,0,0.003,0.13,0.828
"1940",0.914,0,0.001,0.017,0.068
"1941",0.684,0,0.004,0.289,0.023
"1942",0,0,0.011,0,0.989
"1943",0.98,0,0,0,0.02
"1944",0.98,0,0,0,0.02
"1945",0.954,0.001,0.002,0.007,0.036
"1946",0.004,0.005,0.057,0.2,0.734
"1947",0.238,0,0,0.762,0
"1948",0.039,0.006,0.071,0.015,0.869
"1949",0.993,0,0,0.006,0.001
"1950",0.989,0,0,0.003,0.008
"1951",0.773,0,0.003,0.02,0.204
"1952",0,0,0,0,1
"1953",0.474,0.011,0.028,0.001,0.486
"1954",0.442,0,0,0.554,0.004
"1955",0.904,0,0,0.039,0.057
"1956",0.777,0,0,0.223,0
"1957",0.988,0,0,0.005,0.007
"1958",0.836,0,0.007,0.059,0.098
"1959",0.986,0,0,0.009,0.005
"1960",0.999,0,0,0,0.001
"1961",0.068,0,0.01,0,0.922
"1962",0,0.001,0.029,0,0.97
"1963",0.197,0,0.378,0.009,0.416
"1964",0.441,0.001,0.03,0.18,0.348
"1965",0.128,0.002,0,0.002,0.868
"1966",0.765,0,0,0.166,0.069
"1967",0.673,0,0.004,0.227,0.096
"1968",0.854,0,0.001,0.011,0.134
"1969",0.999,0,0,0,0.001
"1970",0.973,0,0.003,0.016,0.008
"1971",0.297,0,0.047,0.58,0.076
"1972",0.997,0,0,0.001,0.002
"1973",0.313,0,0,0.071,0.616
"1974",0.999,0,0,0,0.001
"1975",0.749,0,0.002,0.145,0.104
"1976",0.991,0,0,0,0.009
"1977",0.07,0,0.005,0,0.925
"1978",0.978,0,0,0.001,0.021
"1979",0.175,0.006,0,0.79,0.029
"1980",0.987,0,0,0,0.013
"1981",0.411,0.012,0.06,0.18,0.337
"1982",0.913,0,0.007,0.004,0.076
"1983",0.871,0,0.009,0.064,0.056
"1984",0.876,0.001,0,0.002,0.121
"1985",0.894,0,0,0.057,0.049
"1986",0.425,0,0.008,0.111,0.456
"1987",0,0,0.001,0,0.999
"1988",1,0,0,0,0
"1989",0.045,0,0,0,0.955
"1990",0.742,0,0,0.011,0.247
"1991",0.988,0,0,0,0.012
"1992",0.313,0,0,0.071,0.616
"1993",0.957,0,0,0.015,0.028
"1994",0.947,0,0,0,0.053
"1995",0.121,0,0.001,0.757,0.121
"1996",0.31,0,0,0.69,0
"1997",0.051,0,0,0.074,0.875
"1998",0.633,0,0,0.367,0
"1999",0.388,0,0.001,0.598,0.013
"2000",0.664,0,0,0.33,0.006
"2001",0,0,0.007,0,0.993
"2002",0.007,0.003,0.042,0.053,0.895
"2003",0.972,0,0,0,0.028
"2004",0.719,0.008,0,0.042,0.231
"2005",0.577,0,0.001,0.422,0
"2006",0.137,0,0,0.067,0.796
"2007",0.882,0,0.022,0.028,0.068
"2008",0.27,0,0.001,0.7,0.029
"2009",0.119,0,0.001,0.866,0.014
"2010",0.351,0,0,0.016,0.633
"2011",0.999,0,0,0,0.001
"2012",0.857,0,0,0.039,0.104
"2013",0.737,0.001,0.003,0.092,0.167
"2014",0.902,0,0,0.097,0.001
"2015",0.162,0,0.028,0.436,0.374
"2016",0.913,0,0,0.058,0.029
"2017",0.868,0,0.001,0.051,0.08
"2018",0.28,0,0,0.641,0.079
"2019",0.787,0,0.002,0.118,0.093
"2020",0.137,0,0,0.851,0.012
"2021",0.547,0,0.052,0.386,0.015
"2022",0.251,0,0,0.008,0.741
"2023",0.194,0,0,0.731,0.075
"2024",0.445,0,0,0.502,0.053
"2025",0.983,0,0,0.014,0.003
"2026",0.999,0,0,0,0.001
"2027",0,0,0,0,1
"2028",0.294,0,0.002,0.581,0.123
"2029",0.011,0,0.045,0.408,0.536
"2030",0.997,0,0,0,0.003
"2031",0.943,0,0,0.007,0.05
"2032",0.001,0.004,0.042,0.002,0.951
"2033",0.991,0,0,0.002,0.007
"2034",0.002,0.007,0.017,0.001,0.973
"2035",0.844,0,0,0.098,0.058
"2036",0.293,0,0,0.707,0
"2037",0,0,0,0,1
"2038",0.001,0,0.169,0.009,0.821
"2039",0.749,0,0,0.251,0
"2040",0.515,0,0.003,0.468,0.014
"2041",0.796,0.031,0.006,0.004,0.163
"2042",0.011,0,0,0,0.989
"2043",0.949,0,0,0,0.051
"2044",0.164,0,0.018,0.767,0.051
"2045",0.072,0,0,0.905,0.023
"2046",0.835,0,0.005,0.154,0.006
"2047",0.846,0.001,0.006,0.047,0.1
"2048",0.637,0,0,0.338,0.025
"2049",0,0,0.018,0,0.982
"2050",0.496,0,0.028,0.071,0.405
"2051",0.023,0.001,0.014,0.005,0.957
"2052",0.301,0.001,0.004,0.618,0.076
"2053",0.201,0.018,0.047,0.02,0.714
"2054",0.996,0,0,0,0.004
"2055",0.365,0,0.002,0.618,0.015
"2056",0.004,0,0.023,0.79,0.183
"2057",0.959,0,0,0.034,0.007
"2058",0,0,0,0,1
"2059",0.869,0,0,0.031,0.1
"2060",0.992,0,0,0.004,0.004
"2061",0.53,0,0.002,0.046,0.422
"2062",0.929,0.005,0.002,0,0.064
"2063",0.044,0,0.003,0.007,0.946
"2064",0.602,0,0,0.397,0.001
"2065",0.892,0,0,0.047,0.061
"2066",0.015,0,0.236,0.303,0.446
"2067",0.109,0,0.078,0.636,0.177
"2068",0.262,0.041,0.024,0,0.673
"2069",0.015,0,0.032,0.424,0.529
"2070",0.999,0,0,0,0.001
"2071",0.965,0.001,0,0.004,0.03
"2072",0.689,0,0.002,0.002,0.307
"2073",0.45,0,0.003,0.019,0.528
"2074",0.99,0,0,0.008,0.002
"2075",0.21,0,0,0.753,0.037
"2076",0.667,0,0.001,0.324,0.008
"2077",0.001,0,0.001,0,0.998
"2078",0.172,0,0.06,0.047,0.721
"2079",0.911,0,0.004,0.039,0.046
"2080",0.266,0,0.002,0.675,0.057
"2081",0.873,0,0,0.087,0.04
"2082",0.137,0,0,0.857,0.006
"2083",0.642,0.003,0.001,0.012,0.342
"2084",0.158,0.001,0.043,0.617,0.181
"2085",0.461,0,0.005,0.532,0.002
"2086",0.999,0,0,0,0.001
"2087",0.267,0,0,0.731,0.002
"2088",0.961,0,0,0.037,0.002
"2089",0.001,0.001,0.002,0,0.996
"2090",0.998,0,0,0.002,0
"2091",0.046,0,0,0.048,0.906
"2092",0,0,0,0,1
"2093",0.991,0,0,0,0.009
"2094",0.002,0.006,0.002,0.002,0.988
"2095",0.267,0,0.001,0.652,0.08
"2096",0.007,0,0,0,0.993
"2097",0.487,0,0,0.502,0.011
"2098",0,0,0.047,0,0.953
"2099",0,0.001,0,0,0.999
"2100",0.993,0,0,0,0.007
"2101",0,0.001,0.169,0.003,0.827
"2102",0.009,0.002,0.024,0.011,0.954
"2103",0.948,0,0,0,0.052
"2104",0.002,0.005,0.28,0.012,0.701
"2105",0.053,0.008,0.101,0.373,0.465
"2106",0.999,0,0,0,0.001
"2107",0.106,0,0.005,0.843,0.046
"2108",0.843,0.008,0.012,0.004,0.133
"2109",0.955,0,0,0.032,0.013
"2110",0.497,0,0.005,0.438,0.06
"2111",0.978,0,0,0.001,0.021
"2112",0.007,0.007,0.106,0,0.88
"2113",0.312,0,0.078,0.581,0.029
"2114",0.651,0,0,0.049,0.3
"2115",0.038,0,0,0.019,0.943
"2116",0.269,0,0,0.685,0.046
"2117",0.374,0,0.004,0.603,0.019
"2118",0.849,0,0.002,0.139,0.01
"2119",0.365,0,0.003,0.609,0.023
"2120",0.977,0,0,0.001,0.022
"2121",0.367,0,0.004,0.274,0.355
"2122",0.654,0,0,0.343,0.003
"2123",0.976,0,0,0,0.024
"2124",0.909,0,0.001,0,0.09
"2125",0.591,0,0.008,0.367,0.034
"2126",0.462,0,0.007,0.478,0.053
"2127",0.996,0,0,0,0.004
"2128",0.016,0,0.065,0.415,0.504
"2129",0.977,0,0,0.006,0.017
"2130",0.295,0.002,0.107,0.018,0.578
"2131",0.008,0.017,0.042,0.004,0.929
"2132",0.158,0,0,0.684,0.158
"2133",0,0,0,0,1
"2134",0,0,0,0,1
"2135",0,0,0,0,1
"2136",0.991,0,0,0.008,0.001
"2137",0.93,0,0,0.011,0.059
"2138",0.977,0,0,0.001,0.022
"2139",0.006,0.002,0.035,0.001,0.956
"2140",0.07,0,0.001,0.904,0.025
"2141",0.849,0,0.002,0.139,0.01
"2142",0.016,0,0.102,0.811,0.071
"2143",0.797,0,0.012,0.036,0.155
"2144",0.991,0,0,0.008,0.001
"2145",0.012,0.006,0.294,0.002,0.686
"2146",0.951,0,0,0.002,0.047
"2147",0.716,0,0,0.281,0.003
"2148",0.929,0,0,0.07,0.001
"2149",0.253,0.041,0.066,0,0.64
"2150",0.444,0,0,0.001,0.555
"2151",0.852,0,0.001,0.024,0.123
"2152",0.999,0,0,0,0.001
"2153",0.77,0,0.005,0.054,0.171
"2154",0.999,0,0,0,0.001
"2155",0.755,0,0,0.225,0.02
"2156",0.303,0,0.006,0.056,0.635
"2157",0.23,0,0.112,0,0.658
"2158",0.233,0,0.001,0.604,0.162
"2159",0.093,0.033,0.156,0,0.718
"2160",0.882,0,0.002,0.104,0.012
"2161",0.907,0,0,0.077,0.016
"2162",0.847,0,0,0.144,0.009
"2163",0.999,0,0,0,0.001
"2164",0.114,0.001,0.035,0.042,0.808
"2165",0.984,0,0,0.015,0.001
"2166",0.166,0,0,0.831,0.003
"2167",0.451,0,0.001,0.133,0.415
"2168",0.877,0.001,0,0.013,0.109
"2169",0.906,0,0.007,0.01,0.077
"2170",0,0,0,0,1
"2171",0.907,0,0.002,0.038,0.053
"2172",0.805,0,0.001,0,0.194
"2173",0.996,0,0,0,0.004
"2174",0.456,0,0,0.538,0.006
"2175",0.951,0,0.001,0,0.048
"2176",0.546,0,0.011,0.427,0.016
"2177",0.933,0,0,0.052,0.015
"2178",0.771,0.001,0.069,0.03,0.129
"2179",0.877,0,0,0.031,0.092
"2180",0.114,0,0,0.876,0.01
"2181",0.962,0,0,0,0.038
"2182",0.977,0,0,0.021,0.002
"2183",0.986,0,0,0,0.014
"2184",0.335,0,0.008,0.649,0.008
"2185",0.716,0,0,0.283,0.001
"2186",0.089,0,0.086,0.648,0.177
"2187",0.942,0,0,0.002,0.056
"2188",0.749,0,0,0.251,0
"2189",0.313,0,0,0.032,0.655
"2190",0.653,0,0,0.33,0.017
"2191",0.665,0,0.004,0.314,0.017
"2192",0.719,0,0,0.041,0.24
"2193",0.919,0,0,0.07,0.011
"2194",0,0,0.002,0,0.998
"2195",0.137,0,0,0.067,0.796
"2196",0.328,0,0,0.02,0.652
"2197",0.168,0,0.002,0.82,0.01
"2198",0.331,0,0.034,0.586,0.049
"2199",0.037,0.001,0.039,0.015,0.908
"2200",0.017,0,0.029,0.426,0.528
"2201",0.883,0,0,0.099,0.018
"2202",0.324,0,0.081,0.165,0.43
"2203",0,0,0,0,1
"2204",0,0,0,0,1
"2205",0.07,0.001,0.038,0.651,0.24
"2206",0.086,0,0,0.89,0.024
"2207",0.959,0,0.009,0.022,0.01
"2208",0,0,0,0,1
"2209",0.457,0,0.019,0.482,0.042
"2210",0.248,0,0.001,0.658,0.093
"2211",0.943,0,0.003,0.008,0.046
"2212",0.988,0,0,0,0.012
"2213",0.31,0,0.01,0.646,0.034
"2214",0.4,0,0.001,0.556,0.043
"2215",0.017,0.001,0.457,0.345,0.18
"2216",0.884,0,0.005,0.072,0.039
"2217",0.079,0.001,0.002,0,0.918
"2218",0,0,0,0,1
"2219",0.038,0.007,0.006,0.075,0.874
"2220",0.594,0,0.006,0.375,0.025
"2221",0.558,0,0,0.441,0.001
"2222",0.878,0,0,0.006,0.116
"2223",0.998,0,0,0.001,0.001
"2224",0.736,0,0,0.264,0
"2225",0.124,0,0.001,0.785,0.09
"2226",0.945,0,0,0.032,0.023
"2227",0.225,0,0,0.033,0.742
"2228",0.574,0,0.011,0.392,0.023
"2229",0.356,0.001,0.012,0,0.631
"2230",0.174,0,0.001,0.796,0.029
"2231",0,0,0,0,1
"2232",0.923,0,0.001,0.036,0.04
"2233",1,0,0,0,0
"2234",0.992,0,0,0.003,0.005
"2235",0.531,0,0.009,0.123,0.337
"2236",0.15,0,0.008,0.726,0.116
"2237",0.443,0,0.009,0.464,0.084
"2238",0,0,0,0,1
"2239",0.335,0,0.008,0.649,0.008
"2240",0.471,0,0.002,0.494,0.033
"2241",0.571,0.005,0.073,0.11,0.241
"2242",0.887,0,0,0.061,0.052
"2243",0.802,0,0.001,0.057,0.14
"2244",0.12,0,0,0.84,0.04
"2245",0.751,0,0,0.247,0.002
"2246",0.003,0,0,0,0.997
"2247",0.128,0.002,0,0.002,0.868
"2248",0.257,0,0.037,0.49,0.216
"2249",0.007,0.002,0.076,0,0.915
"2250",0.132,0,0,0.862,0.006
"2251",0.999,0,0,0,0.001
"2252",0.36,0,0,0.516,0.124
"2253",0.002,0,0.024,0.648,0.326
"2254",0.999,0,0,0,0.001
"2255",0.001,0,0,0,0.999
"2256",0.724,0,0,0.276,0
"2257",0.006,0,0.001,0,0.993
"2258",0.813,0,0.003,0.074,0.11
"2259",0.831,0,0.002,0.037,0.13
"2260",0.24,0,0,0.76,0
"2261",0.99,0,0,0,0.01
"2262",0.953,0,0.004,0.014,0.029
"2263",0.046,0,0.001,0.072,0.881
"2264",0.001,0.002,0,0,0.997
"2265",0.148,0,0.012,0.316,0.524
"2266",0.977,0,0,0.021,0.002
"2267",0.95,0,0,0.042,0.008
"2268",0.075,0.001,0.54,0.008,0.376
"2269",0.002,0.003,0.195,0,0.8
"2270",0,0,0,0,1
"2271",0.322,0,0.005,0.596,0.077
"2272",0.002,0,0.025,0,0.973
"2273",0.965,0,0,0.022,0.013
"2274",0.969,0,0,0.019,0.012
"2275",0.992,0,0,0,0.008
"2276",0.026,0.007,0.029,0.001,0.937
"2277",0.943,0,0.001,0.046,0.01
"2278",0.501,0,0.006,0.487,0.006
"2279",0,0,0,0,1
"2280",0.035,0,0,0,0.965
"2281",0.965,0,0.001,0.007,0.027
"2282",0.239,0,0,0.691,0.07
"2283",0.503,0,0.002,0.479,0.016
"2284",0.999,0,0,0,0.001
"2285",0.979,0,0,0,0.021
"2286",0.151,0,0.001,0.825,0.023
"2287",0.006,0,0.012,0,0.982
"2288",0.933,0,0,0,0.067
"2289",0.058,0,0.017,0.275,0.65
"2290",0.229,0,0,0.117,0.654
"2291",0.64,0,0,0.357,0.003
"2292",0.161,0,0.035,0.209,0.595
"2293",0.945,0,0.001,0,0.054
"2294",0.97,0,0,0.002,0.028
"2295",0.96,0,0.021,0.016,0.003
"2296",0.973,0,0,0,0.027
"2297",0.397,0,0.003,0.579,0.021
"2298",0.079,0,0.026,0.659,0.236
"2299",0.828,0,0,0.022,0.15
"2300",0.623,0,0,0.377,0
"2301",0.44,0.02,0.122,0.17,0.248
"2302",0.868,0.001,0.002,0.007,0.122
"2303",0.059,0.004,0.066,0.024,0.847
"2304",0.336,0,0,0.629,0.035
"2305",0.002,0,0.012,0.764,0.222
"2306",0.625,0,0.003,0.353,0.019
"2307",0.065,0,0,0.047,0.888
"2308",0.834,0,0.003,0,0.163
"2309",0.003,0,0.018,0,0.979
"2310",0.001,0,0.002,0,0.997
"2311",0,0,0.001,0,0.999
"2312",0.046,0,0.001,0.072,0.881
"2313",1,0,0,0,0
"2314",0.851,0,0,0.137,0.012
"2315",0.941,0,0,0.003,0.056
"2316",0.847,0,0.001,0.115,0.037
"2317",0.011,0,0.004,0,0.985
"2318",0.991,0,0,0,0.009
"2319",0.008,0.015,0.087,0.003,0.887
"2320",0.022,0,0.551,0.26,0.167
"2321",0.999,0,0,0,0.001
"2322",0.951,0,0,0.044,0.005
"2323",0.998,0,0,0.001,0.001
"2324",0.83,0,0,0.107,0.063
"2325",0,0,0,0,1
"2326",0.828,0,0,0.169,0.003
"2327",0,0,0,0,1
"2328",0.37,0,0.003,0.538,0.089
"2329",0.915,0,0.001,0.006,0.078
"2330",0.987,0,0,0,0.013
"2331",0.856,0,0.002,0.029,0.113
"2332",0.12,0,0,0.772,0.108
"2333",0.492,0,0,0.505,0.003
"2334",0.615,0,0,0.382,0.003
"2335",0.491,0.011,0.029,0.076,0.393
"2336",0.374,0,0.001,0.597,0.028
"2337",0.649,0.001,0,0,0.35
"2338",0,0,0.002,0,0.998
"2339",0.846,0,0.002,0.055,0.097
"2340",0.999,0,0,0,0.001
"2341",0.891,0,0,0,0.109
"2342",0.989,0,0,0,0.011
"2343",0.238,0,0,0.003,0.759
"2344",0.913,0,0,0.054,0.033
"2345",0.977,0,0,0.006,0.017
"2346",0.01,0,0.008,0,0.982
"2347",0.084,0,0.018,0.238,0.66
"2348",0.01,0.054,0.047,0.002,0.887
"2349",0.028,0.001,0.041,0.034,0.896
"2350",0,0.007,0.006,0,0.987
"2351",0.25,0,0.001,0.001,0.748
"2352",0.923,0,0.002,0.019,0.056
"2353",0.557,0,0.001,0.441,0.001
"2354",0.056,0.038,0.104,0,0.802
"2355",0.952,0,0,0.028,0.02
"2356",0.491,0,0,0.507,0.002
"2357",0.609,0,0,0.008,0.383
"2358",0.045,0,0,0,0.955
"2359",0.931,0.001,0,0.002,0.066
"2360",0.928,0,0,0.014,0.058
"2361",0.602,0,0,0.394,0.004
"2362",0.916,0,0,0.003,0.081
"2363",0.814,0,0,0.09,0.096
"2364",0.999,0,0,0,0.001
"2365",0.668,0,0,0.177,0.155
"2366",0.515,0,0.003,0.468,0.014
"2367",0.02,0.001,0.095,0.358,0.526
"2368",0.999,0,0,0,0.001
"2369",0.931,0,0.001,0.055,0.013
"2370",0.313,0,0,0.032,0.655
"2371",0.726,0,0,0,0.274
"2372",0.712,0,0,0.276,0.012
"2373",0.017,0,0.009,0.007,0.967
"2374",0.992,0,0,0.002,0.006
"2375",0.738,0,0.002,0.044,0.216
"2376",0.567,0.001,0.007,0.026,0.399
"2377",0.88,0.004,0.018,0.073,0.025
"2378",0.928,0,0,0.069,0.003
"2379",0.716,0,0,0.284,0
"2380",0,0,0,0,1
"2381",0.946,0,0.001,0.004,0.049
"2382",0.065,0.001,0.012,0.05,0.872
"2383",0.72,0,0,0.28,0
"2384",0.925,0,0,0.073,0.002
"2385",0.003,0,0.018,0,0.979
"2386",0.596,0.001,0.016,0.305,0.082
"2387",0.96,0,0,0,0.04
"2388",0.492,0,0,0.505,0.003
"2389",0.005,0.005,0.038,0.002,0.95
"2390",0.604,0,0.047,0.06,0.289
"2391",0.303,0,0.003,0.669,0.025
"2392",0.8,0,0,0.002,0.198
"2393",0.697,0,0,0.301,0.002
"2394",0.103,0,0,0.872,0.025
"2395",0,0,0,0,1
"2396",0.966,0,0,0.014,0.02
"2397",0,0,0,0,1
"2398",0.006,0,0.009,0.002,0.983
"2399",0.985,0,0,0.005,0.01
"2400",0.944,0,0.001,0,0.055
"2401",0.284,0.005,0.153,0.249,0.309
"2402",0.988,0,0,0.012,0
"2403",0.359,0,0.001,0.603,0.037
"2404",0.486,0,0.007,0.491,0.016
"2405",0.746,0,0.001,0.045,0.208
"2406",0.622,0,0.002,0.003,0.373
"2407",0.517,0,0.001,0.479,0.003
"2408",0.467,0,0,0.401,0.132
"2409",0.005,0,0,0,0.995
"2410",0.385,0.007,0.37,0.017,0.221
"2411",0.722,0,0,0.228,0.05
"2412",0.723,0,0.008,0.07,0.199
"2413",0.001,0.011,0.065,0.002,0.921
"2414",0.447,0,0.003,0.53,0.02
"2415",0.981,0,0,0.001,0.018
"2416",0.999,0,0,0,0.001
"2417",0.01,0.001,0.516,0.077,0.396
"2418",0.046,0.018,0.03,0.001,0.905
"2419",0.505,0,0.026,0.193,0.276
"2420",0.376,0,0.01,0.584,0.03
"2421",0.035,0.005,0.079,0.002,0.879
"2422",0.133,0,0,0.867,0
"2423",0.999,0,0,0,0.001
"2424",0.854,0,0,0.044,0.102
"2425",0.141,0,0.033,0.459,0.367
"2426",0.443,0,0.002,0.544,0.011
"2427",0,0.015,0.002,0,0.983
"2428",0.714,0,0,0.283,0.003
"2429",0.72,0,0,0.28,0
"2430",0.954,0,0.002,0.018,0.026
"2431",0.998,0,0,0,0.002
"2432",0.999,0,0,0,0.001
"2433",0.999,0,0,0,0.001
"2434",0.266,0.049,0.022,0.005,0.658
"2435",0.768,0,0.006,0.014,0.212
"2436",0.005,0.004,0.358,0.008,0.625
"2437",0.901,0.001,0.012,0,0.086
"2438",0.255,0,0.013,0.181,0.551
"2439",0.999,0,0,0,0.001
"2440",0.094,0,0.005,0.206,0.695
"2441",0.362,0,0.003,0.612,0.023
"2442",0.295,0,0.008,0.614,0.083
"2443",0.027,0,0.002,0,0.971
"2444",0.919,0,0,0.08,0.001
"2445",0.001,0.001,0.132,0.001,0.865
"2446",0.254,0.001,0.006,0.672,0.067
"2447",0.994,0,0,0,0.006
"2448",0.929,0,0.005,0,0.066
"2449",0.939,0,0.001,0,0.06
"2450",0.539,0.021,0.042,0.047,0.351
"2451",0.001,0,0.38,0.483,0.136
"2452",0.001,0,0,0,0.999
"2453",0.05,0.003,0.079,0.076,0.792
"2454",0.304,0,0,0.582,0.114
"2455",0.991,0,0,0.004,0.005
"2456",0.991,0,0,0.001,0.008
"2457",0,0,0,0,1
"2458",0.649,0.001,0,0,0.35
"2459",0.001,0,0,0,0.999
"2460",0.673,0.004,0.019,0.083,0.221
"2461",0.626,0.002,0.082,0.172,0.118
"2462",0.716,0,0,0.281,0.003
"2463",0.956,0,0,0,0.044
"2464",0.993,0,0.001,0,0.006
"2465",0.843,0,0.001,0.153,0.003
"2466",0.978,0,0,0.009,0.013
"2467",0.996,0,0,0,0.004
"2468",0,0,0.015,0,0.985
"2469",0.798,0,0,0.088,0.114
"2470",0.992,0,0,0.007,0.001
"2471",0.977,0,0,0.001,0.022
"2472",0.955,0,0.001,0.002,0.042
"2473",0.941,0,0,0,0.059
"2474",0.237,0,0.011,0.731,0.021
"2475",0.297,0,0.007,0.683,0.013
"2476",0.004,0.005,0.032,0,0.959
"2477",0.001,0,0.206,0.599,0.194
"2478",0,0,0.002,0,0.998
"2479",0.742,0,0,0.011,0.247
"2480",0.437,0,0,0.541,0.022
"2481",0.137,0,0,0.067,0.796
"2482",0.106,0,0,0,0.894
"2483",0.137,0,0,0.067,0.796
"2484",0,0,0.08,0.002,0.918
"2485",0.956,0,0,0.044,0
"2486",0.831,0,0,0.04,0.129
"2487",0.625,0,0.003,0.353,0.019
"2488",0.617,0,0,0.382,0.001
"2489",0.001,0.007,0.047,0,0.945
"2490",0.557,0,0,0,0.443
"2491",0.891,0,0,0.015,0.094
"2492",0.95,0,0,0.047,0.003
"2493",0.003,0,0.006,0.961,0.03
"2494",0.006,0,0,0,0.994
"2495",0.948,0,0,0,0.052
"2496",0.979,0,0.001,0.018,0.002
"2497",0.97,0,0,0.002,0.028
"2498",0,0,0,0,1
"2499",0.033,0.019,0.414,0.05,0.484
"2500",0.005,0.015,0.023,0,0.957
"2501",0.238,0,0,0.762,0
"2502",0.304,0,0,0.582,0.114
"2503",0.914,0,0,0.074,0.012
"2504",0.999,0,0,0,0.001
"2505",0.351,0,0,0.016,0.633
"2506",0.382,0,0.003,0.548,0.067
"2507",0.013,0.002,0.025,0.002,0.958
"2508",0.943,0,0,0.006,0.051
"2509",0.001,0,0,0,0.999
"2510",0.984,0,0,0.015,0.001
"2511",0.987,0,0,0.009,0.004
"2512",0.889,0,0,0.013,0.098
"2513",0.001,0.006,0.132,0,0.861
"2514",0.001,0,0,0,0.999
"2515",0.41,0,0,0.509,0.081
"2516",0.395,0,0.022,0.531,0.052
"2517",0.051,0.011,0.078,0.053,0.807
"2518",0.989,0,0,0.003,0.008
"2519",0.041,0,0.058,0.048,0.853
"2520",0.276,0.001,0.015,0.649,0.059
"2521",0.724,0,0,0.276,0
"2522",0.877,0,0,0.019,0.104
"2523",1,0,0,0,0
"2524",0.11,0.003,0.052,0.61,0.225
"2525",0.08,0,0.001,0.099,0.82
"2526",0.867,0,0.001,0,0.132
"2527",0.99,0,0,0.004,0.006
"2528",0.512,0,0.001,0.465,0.022
"2529",0.324,0,0,0.638,0.038
"2530",0,0,0.001,0,0.999
"2531",0,0,0.001,0,0.999
"2532",0.001,0,0.002,0,0.997
"2533",0.947,0,0,0,0.053
"2534",0.05,0.1,0.129,0.012,0.709
"2535",0.847,0,0.001,0.115,0.037
"2536",0.707,0,0,0.29,0.003
"2537",0.143,0.003,0.007,0.277,0.57
"2538",0.066,0,0.023,0.219,0.692
"2539",0.005,0.013,0.023,0,0.959
"2540",0.002,0,0.009,0.003,0.986
"2541",0.87,0,0,0,0.13
"2542",0.999,0,0,0,0.001
"2543",0.995,0,0,0.004,0.001
"2544",0.999,0,0,0,0.001
"2545",0.96,0,0,0.039,0.001
"2546",0,0,0.002,0,0.998
"2547",0.31,0,0,0.69,0
"2548",0.99,0,0,0.002,0.008
"2549",0.879,0,0,0.106,0.015
"2550",0.095,0.001,0.266,0.326,0.312
"2551",0.683,0,0,0.085,0.232
"2552",0.001,0,0,0,0.999
